player,team,matches,runs_scored,batting_avg,strike_rate,wickets_taken,bowling_avg,economy_rate,maidens,dot_balls,key_wickets,catches,run_outs,potm_wins,potm_rate,team_wins,win_rate,avg_last_5_runs,avg_last_5_wickets
Shafat Ali Syed,Spain,7,92,13.14,150.82,6,18.83,7.06,0,36,2,0,0,1,0.14,7,1.0,17.2,1.2
LA Burns,Spain,27,130,4.81,107.44,45,13.13,5.74,2,283,19,5,0,1,0.04,22,0.81,0.2,1.8
C Rumistrzewicz,Spain,22,18,0.82,62.07,38,10.55,4.93,4,228,16,8,0,3,0.14,18,0.82,0.0,2.6
Irfan Khan,Pakistan,31,500,16.13,120.48,0,0.0,0.0,0,0,0,24,4,1,0.03,10,0.32,9.8,0.0
Mirza Baig,Bahrain,17,407,23.94,98.55,2,13.0,2.79,1,41,0,5,0,1,0.06,10,0.59,30.2,0.4
Abrar Ahmed,Pakistan,48,123,2.56,69.49,101,28.41,4.51,62,2302,48,8,1,0,0.0,21,0.44,0.0,1.6
Aimal Khan,Peshawar Zalmi,5,0,0.0,0.0,4,44.5,11.48,0,28,4,0,1,0,0.0,3,0.6,0.0,0.8
Saad Masood,Peshawar Zalmi,1,16,16.0,200.0,0,40.0,12.0,0,5,0,0,0,0,0.0,0,0.0,16.0,0.0
Tayyab Tahir,Pakistan,20,440,22.0,129.41,0,0.0,0.0,0,0,0,11,2,1,0.05,9,0.45,18.8,0.0
Omair Yousuf,Pakistan,11,239,21.73,127.13,0,0.0,0.0,0,0,0,4,0,0,0.0,4,0.36,19.0,0.0
Haseebullah Khan,Pakistan,16,213,13.31,135.67,0,0.0,0.0,0,0,0,13,2,0,0.0,10,0.62,8.0,0.0
Aamer Jamal,Khulna Tigers,40,683,17.07,73.13,55,32.8,6.17,8,936,20,11,3,3,0.07,16,0.4,3.8,0.8
Shawaiz Irfan,Lahore Qalandars,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0
KH Sciver-Brunt,Sapphires,13,133,10.23,140.0,12,23.67,6.98,0,105,7,7,1,0,0.0,7,0.54,20.4,1.0
Dok Da Nit,Cambodia,4,2,0.5,4.76,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.5,0.0
Hor Siv na,Cambodia,4,1,0.25,5.26,0,27.0,3.0,0,33,0,0,0,0,0.0,0,0.0,0.25,0.0
Pen Samon,Cambodia,4,26,6.5,32.1,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,6.5,0.0
Ouen Sophy,Cambodia,4,9,2.25,11.25,0,0.0,0.0,0,0,0,0,1,0,0.0,0,0.0,2.25,0.0
Pech Pisa,Cambodia,4,35,8.75,54.69,0,17.0,6.8,0,6,0,1,0,0,0.0,0,0.0,8.75,0.0
Sean Chan Boromey,Cambodia,3,1,0.33,5.88,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.33,0.0
LY Loch Srey,Cambodia,4,2,0.5,11.11,0,51.0,3.48,2,55,0,0,0,0,0.0,0,0.0,0.5,0.0
Phoup Srey Pheak,Cambodia,4,7,1.75,15.56,4,11.25,3.25,1,52,3,0,0,0,0.0,0,0.0,1.75,1.0
Heal Theara,Cambodia,4,7,1.75,23.33,3,8.67,3.8,0,23,1,0,0,0,0.0,0,0.0,1.75,0.75
Sok Srey Maov,Cambodia,3,0,0.0,0.0,4,7.25,2.72,1,39,4,1,0,0,0.0,0,0.0,0.0,1.33
Vathana Sreemurugavel,Singapore,10,58,5.8,40.28,0,0.0,0.0,0,0,0,1,2,0,0.0,4,0.4,2.4,0.0
S Merican,Singapore,10,34,3.4,28.33,0,0.0,0.0,0,0,0,1,0,0,0.0,2,0.2,6.2,0.0
H Dhavina,Singapore,19,26,1.37,20.63,12,23.83,5.41,2,144,9,0,3,1,0.05,7,0.37,2.2,0.2
CM McBride,Scotland,17,386,22.71,70.44,4,25.5,4.22,0,80,3,5,0,1,0.06,12,0.71,18.6,0.2
BJ McMullen,Sudur Paschim Royals,54,1695,31.39,102.73,48,20.46,4.7,15,783,33,34,3,4,0.07,34,0.63,15.2,0.0
Aayan Afzal Khan,Gulf Giants,81,789,9.74,76.31,96,20.97,4.62,25,1431,62,11,1,7,0.09,34,0.42,3.4,2.2
Hazrat Bilal,United Arab Emirates,7,24,3.43,33.33,10,22.5,4.82,4,162,7,0,0,0,0.0,3,0.43,4.6,1.8
S Fouch̩,Namibia,14,304,21.71,67.26,14,23.07,5.6,1,156,7,3,0,1,0.07,4,0.29,31.6,1.0
TP Kanwar,Gujarat Giants,31,114,3.68,89.76,28,30.18,6.96,4,305,19,5,2,0,0.0,13,0.42,5.2,1.4
S Sehrawat,UP Warriorz,20,261,13.05,98.86,0,0.0,0.0,0,0,0,6,0,0,0.0,4,0.2,14.2,0.0
Simran Shaikh,Gujarat Giants,12,83,6.92,88.3,0,0.0,0.0,0,0,0,3,0,0,0.0,2,0.17,9.8,0.0
M Mani,Delhi Capitals,21,71,3.38,81.61,20,19.35,6.38,1,134,10,3,3,0,0.0,12,0.57,1.6,1.0
S Ishaque,Mumbai Indians,25,9,0.36,56.25,31,19.87,7.6,2,194,18,3,0,1,0.04,15,0.6,0.2,1.0
Ashwani Kumari,Gujarat Giants,2,5,2.5,100.0,0,18.0,15.43,0,0,0,1,0,0,0.0,0,0.0,2.5,0.0
MC Patel,Gujarat Giants,4,23,5.75,52.27,1,115.0,6.05,1,60,1,1,0,0,0.0,0,0.0,5.75,0.25
PG Chopra,UP Warriorz,4,0,0.0,0.0,3,32.67,8.17,0,23,2,1,0,0,0.0,2,0.5,0.0,0.75
KS Ahuja,Royal Challengers Bengaluru,15,195,13.0,121.12,3,28.33,8.36,0,13,1,3,1,1,0.07,4,0.27,10.2,0.0
SR Patil,India,39,111,2.85,103.74,57,17.44,6.69,2,396,27,6,4,1,0.03,19,0.49,1.4,1.0
DD Kasat,Royal Challengers Bangalore,4,11,2.75,44.0,0,0.0,0.0,0,0,0,0,0,0,0.0,1,0.25,2.75,0.0
S Asha,India,23,20,0.87,86.96,32,17.12,6.46,2,209,10,2,0,1,0.04,14,0.61,2.8,2.0
Preeti Bose,Royal Challengers Bangalore,7,3,0.43,33.33,4,46.5,8.86,0,35,3,1,0,0,0.0,2,0.29,0.6,0.6
NA Saini,Rajasthan Royals,1,0,0.0,0.0,0,35.0,14.0,0,2,0,0,0,0,0.0,1,1.0,0.0,0.0
Dhruv Jurel,Rajasthan Royals,36,733,20.36,95.44,0,0.0,0.0,0,0,0,26,2,1,0.03,20,0.56,33.0,0.0
Suyash Sharma,Royal Challengers Bengaluru,20,0,0.0,0.0,26,22.81,8.16,1,151,9,1,1,0,0.0,12,0.6,0.0,0.6
Abishek Porel,Delhi Capitals,20,413,20.65,145.42,0,0.0,0.0,0,0,0,8,3,0,0.0,7,0.35,18.0,0.0
Arshad Khan,Pakistan,19,127,6.68,117.59,14,42.29,6.84,3,218,8,6,0,0,0.0,8,0.42,2.4,0.6
Yudhvir Singh,Lucknow Super Giants,15,60,4.0,166.67,14,28.93,8.38,2,115,10,6,1,0,0.0,6,0.4,4.6,1.4
R Goyal,Mumbai Indians,1,0,0.0,0.0,0,34.0,8.5,0,6,0,1,0,0,0.0,0,0.0,0.0,0.0
N Wadhera,Mumbai Indians,20,478,23.9,140.18,0,13.0,6.5,0,2,0,5,0,1,0.05,8,0.4,21.2,0.0
A Manohar,Sunrisers Hyderabad,25,515,20.6,134.11,0,0.0,0.0,0,0,0,13,1,1,0.04,13,0.52,11.0,0.0
BKB Corbin,Cayman Islands,7,95,13.57,137.68,0,0.0,0.0,0,0,0,0,0,0,0.0,4,0.57,13.8,0.0
P Heron,Cayman Islands,6,66,11.0,71.74,0,0.0,0.0,0,0,0,2,0,0,0.0,2,0.33,12.8,0.0
A Wright,Cayman Islands,8,6,0.75,30.0,11,13.27,4.92,1,85,6,1,1,1,0.12,5,0.62,0.6,1.6
J Buchanan,Cayman Islands,3,10,3.33,83.33,2,22.0,6.77,0,18,1,0,0,0,0.0,3,1.0,3.33,0.67
T Hewa,Cayman Islands,3,0,0.0,0.0,0,24.0,5.76,0,11,0,2,0,0,0.0,2,0.67,0.0,0.0
M Taylor,Bahamas,18,319,17.72,83.95,15,19.47,5.12,1,175,10,7,0,3,0.17,8,0.44,10.6,1.0
NH Ekanayake,Bahamas,6,95,15.83,68.35,5,19.8,4.79,0,59,2,1,0,0,0.0,1,0.17,18.4,0.6
K Hinds,Bahamas,15,213,14.2,104.93,23,11.74,4.74,4,187,12,10,3,3,0.2,8,0.53,13.6,2.0
GT Taylor,Bahamas,11,78,7.09,57.35,7,13.43,7.52,0,30,3,3,0,0,0.0,3,0.27,5.8,0.0
T Brown,Bahamas,4,18,4.5,29.51,0,0.0,0.0,0,0,0,0,0,0,0.0,1,0.25,4.5,0.0
Festus Benn,Bahamas,12,122,10.17,76.25,19,11.16,5.46,1,115,7,4,1,2,0.17,7,0.58,13.4,2.0
J Jemison,Bahamas,11,80,7.27,67.23,0,0.0,0.0,0,0,0,0,2,0,0.0,6,0.55,8.6,0.0
JR Barry,Bahamas,10,121,12.1,66.85,8,13.75,7.1,2,42,3,1,0,0,0.0,2,0.2,6.8,1.2
D Wheatley,Bahamas,12,101,8.42,79.53,0,0.0,0.0,0,0,0,1,0,0,0.0,7,0.58,10.6,0.0
JE Scott,Bahamas,4,4,1.0,57.14,2,28.5,6.11,0,31,2,0,0,0,0.0,1,0.25,1.0,0.5
P Chin,Cayman Islands,5,45,9.0,41.67,0,0.0,0.0,0,0,0,2,0,0,0.0,2,0.4,9.0,0.0
D Johnson,Cayman Islands,5,11,2.2,64.71,7,15.29,7.64,0,31,3,1,2,0,0.0,3,0.6,2.2,1.4
Sohel Patel,Panama,4,51,12.75,83.61,4,14.75,5.28,0,33,4,2,0,0,0.0,1,0.25,12.75,1.0
VC Ahir,Panama,3,27,9.0,117.39,0,53.0,8.83,0,11,0,1,0,0,0.0,1,0.33,9.0,0.0
A Natubhai Ahir,Panama,18,240,13.33,89.55,12,21.5,5.55,2,127,6,11,3,0,0.0,4,0.22,8.6,1.2
FL Patel,Panama,6,39,6.5,72.22,2,43.5,9.67,0,17,2,0,0,0,0.0,1,0.17,7.0,0.4
RDB Ahir,Panama,15,103,6.87,88.79,15,19.6,6.86,1,108,8,4,1,0,0.0,3,0.2,4.2,1.4
HJ Patel,Panama,2,25,12.5,92.59,0,0.0,0.0,0,0,0,1,0,0,0.0,0,0.0,12.5,0.0
Shahrukh Quddus,Kuwait,11,2,0.18,33.33,13,26.92,8.27,0,95,8,0,1,1,0.09,6,0.55,0.4,0.6
Muhammad Amir,Malaysia,46,644,14.0,87.38,30,16.6,6.85,1,186,18,18,1,3,0.07,21,0.46,9.2,1.0
MD du Preez,Namibia,14,133,9.5,78.7,0,26.0,5.2,0,14,0,6,0,0,0.0,7,0.5,4.2,0.0
A Johnson,Canada,50,1382,27.64,123.72,1,38.0,5.43,0,21,1,21,3,4,0.08,27,0.54,9.4,0.2
Pargat Singh,Punjab,47,1333,28.36,85.12,11,19.36,5.01,4,135,5,10,1,4,0.09,28,0.6,20.4,0.4
M Spoors,Perth Scorchers,22,496,22.55,87.94,3,22.33,8.2,0,18,1,2,2,2,0.09,13,0.59,15.2,0.0
Kaleem Sana,Canada,49,115,2.35,79.31,89,15.44,4.86,20,989,42,9,5,3,0.06,30,0.61,1.2,1.4
AM Tribe,Jersey,38,1177,30.97,76.68,6,41.0,5.22,3,157,3,15,7,2,0.05,23,0.61,47.6,0.4
PA Raikes,Gibraltar,14,304,21.71,103.4,0,0.0,0.0,0,0,0,4,0,0,0.0,1,0.07,21.2,0.0
IDM Latin,Gibraltar,28,547,19.54,115.89,12,25.92,9.52,0,57,5,11,1,2,0.07,10,0.36,19.6,0.0
KJ Stagno,Gibraltar,24,656,27.33,169.51,0,0.0,0.0,0,0,0,10,10,2,0.08,8,0.33,46.6,0.0
K Mirpuri,Gibraltar,25,107,4.28,78.68,23,26.65,6.84,1,219,16,4,1,0,0.0,10,0.4,6.2,0.8
J Horrocks,Gibraltar,15,44,2.93,89.8,11,28.09,8.47,0,75,7,2,4,0,0.0,5,0.33,6.0,0.4
Kuldeep,Portugal,13,377,29.0,158.4,0,0.0,0.0,0,0,0,13,4,3,0.23,11,0.85,23.8,0.0
SP Gomes,Portugal,7,213,30.43,117.68,0,0.0,0.0,0,0,0,5,2,2,0.29,5,0.71,35.6,0.0
Amir Zaib,Portugal,16,243,15.19,123.35,4,20.0,8.89,0,18,1,5,2,0,0.0,11,0.69,11.2,0.0
Azhar Andani,Portugal,11,258,23.45,99.23,0,0.0,0.0,0,0,0,3,0,2,0.18,7,0.64,15.2,0.0
Suman Ghimire,Portugal,10,265,26.5,117.78,2,36.0,8.47,0,13,0,3,2,1,0.1,7,0.7,31.0,0.2
Amandeep Singh,Portugal,13,124,9.54,126.53,10,18.9,6.71,0,71,6,2,1,1,0.08,8,0.62,10.6,0.8
Sirajullah Khadim,Portugal,19,73,3.84,84.88,29,12.34,5.64,2,188,12,2,0,1,0.05,14,0.74,2.8,1.6
Syed Maisam Ali,Portugal,9,31,3.44,124.0,16,9.06,5.8,0,62,3,0,0,0,0.0,5,0.56,3.6,2.2
Jaspal Singh,Malta,28,439,15.68,104.52,4,50.0,7.27,0,56,2,12,0,0,0.0,7,0.25,4.6,0.4
Fanyan Mughal,Malta,24,279,11.62,101.09,24,24.42,7.05,1,208,13,6,2,1,0.04,8,0.33,5.4,1.4
D Marks,Malta,8,11,1.38,68.75,6,44.33,8.36,0,62,5,3,0,0,0.0,1,0.12,0.0,0.8
Yash Singh,Malta,6,3,0.5,25.0,5,28.6,7.73,0,34,5,1,1,0,0.0,2,0.33,0.6,0.8
Fazil Rahman,Malta,6,7,1.17,46.67,15,11.0,7.23,1,60,9,1,1,1,0.17,1,0.17,1.4,3.0
M Machado,Portugal,8,120,15.0,125.0,0,0.0,0.0,0,0,0,1,1,0,0.0,8,1.0,12.8,0.0
Assad Mehmood,Portugal,2,0,0.0,0.0,1,29.0,4.05,0,21,1,0,0,0,0.0,2,1.0,0.0,0.5
NA Gordon,Jamaica Tallawahs,15,5,0.33,55.56,13,29.15,8.85,0,68,4,3,0,0,0.0,10,0.67,0.0,0.8
KS Melius,St Lucia Zouks,3,20,6.67,90.91,0,0.0,0.0,0,0,0,0,0,0,0.0,1,0.33,6.67,0.0
KHM James,Antigua and Barbuda Falcons,11,149,13.55,112.03,2,41.5,8.03,1,21,1,7,1,0,0.0,2,0.18,12.6,0.4
Waqar Salamkheil,MI Emirates,51,20,0.39,64.52,59,23.56,8.13,1,369,32,3,1,2,0.04,32,0.63,0.0,0.6
A Athanaze,West Indies,47,1352,28.77,69.62,2,49.5,3.26,2,109,1,28,2,1,0.02,18,0.38,17.2,0.2
KO Wickham,Barbados Royals,3,42,14.0,97.67,0,0.0,0.0,0,0,0,0,1,0,0.0,0,0.0,14.0,0.0
NRJ Young,Barbados Royals,22,136,6.18,93.79,14,31.57,8.53,1,92,6,9,0,0,0.0,9,0.41,0.6,0.2
S Descarte,St Lucia Kings,9,86,9.56,98.85,4,29.75,8.3,0,25,3,6,0,0,0.0,5,0.56,7.4,0.4
JU Goolie,St Kitts and Nevis Patriots,4,49,12.25,94.23,0,0.0,0.0,0,0,0,1,1,0,0.0,1,0.25,12.25,0.0
AR Nedd,St Kitts and Nevis Patriots,15,9,0.6,69.23,14,24.86,6.78,1,136,10,3,0,0,0.0,5,0.33,1.4,1.2
Y Cariah,Trinidad & Tobago Red Steel,23,178,7.74,77.39,20,41.35,6.78,1,341,11,3,2,0,0.0,10,0.43,5.2,1.2
LJA Julien,Trinbago Knight Riders,4,27,6.75,60.0,0,0.0,0.0,0,0,0,1,1,0,0.0,1,0.25,6.75,0.0
M Clarke,Leeward Islands,14,8,0.57,9.76,5,59.6,7.24,1,100,3,7,0,0,0.0,5,0.36,1.6,0.2
Saud Munir,Denmark,21,17,0.81,41.46,28,19.04,5.58,1,241,11,4,0,0,0.0,12,0.57,2.0,1.2
Abdullah Mahmood,Denmark,15,19,1.27,54.29,13,17.92,6.27,0,80,7,6,0,0,0.0,7,0.47,1.0,0.2
Jordan O'Brien,Finland,10,80,8.0,86.96,0,0.0,0.0,0,0,0,7,1,0,0.0,2,0.2,10.2,0.0
Atif Rasheed,Finland,14,202,14.43,123.17,6,10.67,7.11,1,31,0,3,0,2,0.14,5,0.36,4.4,0.8
Akhil Arjunan,Finland,8,82,10.25,86.32,4,46.5,7.59,0,55,2,1,1,0,0.0,1,0.12,11.2,0.4
Choudry Share Ali,Sweden,6,176,29.33,174.26,0,0.0,0.0,0,0,0,1,1,1,0.17,3,0.5,23.0,0.0
Khalid Zahid,Sweden,20,158,7.9,146.3,17,30.06,6.69,0,185,11,8,5,0,0.0,8,0.4,10.4,1.4
Saeed Ahmed,Sweden,4,26,6.5,136.84,4,25.0,9.52,0,15,1,1,1,0,0.0,1,0.25,6.5,1.0
Shahzeb Choudhry,Sweden,2,0,0.0,0.0,2,17.0,4.53,0,23,1,3,0,0,0.0,1,0.5,0.0,1.0
Abdul Naser Baluch,Sweden,5,23,4.6,115.0,7,15.57,5.59,2,57,6,1,0,0,0.0,2,0.4,4.6,1.4
Prashant Shukla,Sweden,4,3,0.75,75.0,10,5.9,3.98,2,56,3,0,1,1,0.25,3,0.75,0.75,2.5
Rinitha Rajith,United Arab Emirates,29,201,6.93,87.01,1,7.0,2.8,0,11,1,4,2,0,0.0,14,0.48,6.2,0.0
Sanchin Singh,United Arab Emirates,1,7,7.0,50.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,7.0,0.0
AS Patil,United Arab Emirates,2,1,0.5,33.33,0,0.0,0.0,0,0,0,2,0,0,0.0,1,0.5,0.5,0.0
T Koen,Northern Knights,13,102,7.85,88.7,13,26.77,7.03,0,121,3,7,0,0,0.0,8,0.62,7.0,0.8
A Rosslee,Leinster Lightning,5,74,14.8,81.32,0,0.0,0.0,0,0,0,1,0,0,0.0,0,0.0,14.8,0.0
M Donegan,Leinster Lightning,8,189,23.62,82.17,0,0.0,0.0,0,0,0,7,0,0,0.0,3,0.38,16.4,0.0
R Wilson,Leinster Lightning,11,22,2.0,36.67,16,25.38,6.5,1,188,10,7,0,0,0.0,5,0.45,0.8,1.4
SJ Harbinson,Leinster Lightning,21,286,13.62,107.12,14,31.93,7.15,0,183,11,6,1,1,0.05,13,0.62,16.4,1.0
J Carroll,Leinster Lightning,2,3,1.5,50.0,1,50.0,12.0,0,5,1,0,0,0,0.0,0,0.0,1.5,0.5
C Fletcher,Munster Reds,3,45,15.0,136.36,0,0.0,0.0,0,0,0,2,0,0,0.0,1,0.33,15.0,0.0
B Kruger,Munster Reds,18,167,9.28,74.55,7,25.14,5.39,2,98,3,5,1,0,0.0,6,0.33,9.8,0.2
S Joseph,West Indies,29,199,6.86,82.92,52,29.08,5.59,18,905,22,5,2,1,0.03,13,0.45,3.8,1.4
KY Ottley,West Indies,6,81,13.5,69.23,0,0.0,0.0,0,0,0,2,0,0,0.0,0,0.0,14.6,0.0
Z James,Windward Islands,47,313,6.66,53.23,22,28.64,6.14,2,275,9,7,4,0,0.0,16,0.34,10.2,0.2
I Bist,Nepal,12,22,1.83,104.76,11,17.73,5.2,1,104,6,2,1,0,0.0,6,0.5,4.4,1.4
A Sharma,India,41,660,16.1,76.21,10,34.5,4.12,14,322,8,19,6,1,0.02,14,0.34,14.2,0.4
Ansh Tandon,United Arab Emirates,6,44,7.33,83.02,0,0.0,0.0,0,0,0,5,0,0,0.0,3,0.5,8.6,0.0
Mohammed Faraazuddin,United Arab Emirates,6,24,4.0,82.76,2,63.0,9.0,0,16,1,1,0,0,0.0,1,0.17,4.8,0.4
Muhammad Jawadullah,United Arab Emirates,49,18,0.37,62.07,64,22.48,7.24,1,472,39,5,5,2,0.04,27,0.55,0.2,1.8
K Phillip,United States of America,3,0,0.0,0.0,3,53.0,5.58,1,88,1,0,0,0,0.0,0,0.0,0.0,1.0
Ali Naseer,United Arab Emirates,60,772,12.87,107.97,65,24.78,6.78,7,622,29,25,2,2,0.03,32,0.53,9.2,1.8
J Jarvis,Scotland,12,86,7.17,69.35,15,21.87,6.76,2,140,9,3,1,1,0.08,5,0.42,2.6,1.4
Ethan D'Souza,Sharjah Warriorz,6,39,6.5,84.78,0,0.0,0.0,0,0,0,3,0,0,0.0,1,0.17,7.2,0.0
SM Sharma,United Arab Emirates,22,99,4.5,85.34,19,32.79,6.81,5,254,11,5,0,1,0.05,12,0.55,3.2,1.2
J Gumbie,Zimbabwe,19,495,26.05,63.62,0,0.0,0.0,0,0,0,12,2,0,0.0,6,0.32,23.0,0.0
D Madushanka,Sharjah Warriorz,61,59,0.97,45.74,80,28.59,7.3,10,846,49,13,3,1,0.02,27,0.44,0.0,1.0
G Ayan,Turkey,4,16,4.0,30.77,1,76.0,8.14,0,16,1,0,0,0,0.0,0,0.0,4.0,0.25
G Keles,Turkey,3,9,3.0,30.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,3.0,0.0
B Taylan,Turkey,4,56,14.0,68.29,1,64.0,5.19,0,37,1,0,0,0,0.0,0,0.0,14.0,0.25
K Canavarci,Turkey,4,26,6.5,65.0,2,41.0,7.81,0,21,1,0,0,0,0.0,0,0.0,6.5,0.5
O Essiz,Turkey,4,12,3.0,46.15,0,0.0,0.0,0,0,0,1,1,0,0.0,0,0.0,3.0,0.0
Ezgi Nur Kilic,Turkey,4,23,5.75,46.94,3,28.67,6.97,0,35,3,0,0,0,0.0,0,0.0,5.75,0.75
H Okcu,Turkey,4,16,4.0,34.04,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,4.0,0.0
Rabia Sahan,Turkey,4,11,2.75,25.58,2,12.0,4.36,0,12,2,1,0,0,0.0,0,0.0,2.75,0.5
M Sert,Turkey,2,1,0.5,12.5,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.5,0.0
G Cengiz,Turkey,4,5,1.25,27.78,1,74.0,8.22,0,14,0,1,0,0,0.0,0,0.0,1.25,0.25
HO Karaduman,Turkey,2,4,2.0,25.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,2.0,0.0
MD Rocha,Jersey,4,22,5.5,53.66,0,0.0,0.0,0,0,0,0,0,0,0.0,2,0.5,5.5,0.0
C Miles,Jersey,11,194,17.64,98.98,0,20.0,8.0,0,5,0,4,2,1,0.09,6,0.55,22.8,0.0
G Wetherall,Jersey,14,162,11.57,91.53,7,23.43,5.02,2,85,3,0,1,0,0.0,7,0.5,7.4,0.4
A Merritt,Jersey,15,237,15.8,104.41,13,18.46,5.54,0,111,7,1,5,1,0.07,8,0.53,21.8,1.0
CM Greechan,Jersey,15,108,7.2,63.91,24,8.25,3.39,5,208,17,0,1,2,0.13,8,0.53,5.6,1.0
F Copley,Jersey,4,0,0.0,0.0,7,6.57,3.25,1,48,2,1,0,0,0.0,4,1.0,0.0,1.75
E Duffy,Jersey,11,24,2.18,64.86,12,15.75,5.5,1,97,6,1,0,0,0.0,6,0.55,4.6,0.8
E Gouge,Jersey,13,11,0.85,32.35,10,19.0,4.98,0,90,2,3,2,0,0.0,6,0.46,0.8,0.4
Kanchan Rana,Sweden,7,67,9.57,79.76,2,11.0,4.4,0,11,0,2,2,1,0.14,3,0.43,11.6,0.4
S Lundell,Sweden,8,151,18.88,83.43,2,16.5,7.07,0,11,2,3,0,0,0.0,4,0.5,19.6,0.2
E Thelander,Sweden,3,19,6.33,50.0,0,0.0,0.0,0,0,0,2,0,0,0.0,0,0.0,6.33,0.0
A Vaidya,Sweden,6,34,5.67,103.03,6,13.67,4.17,1,60,2,0,1,0,0.0,3,0.5,3.4,1.2
Jayasooriya,Sweden,5,0,0.0,0.0,5,16.6,5.3,0,42,4,0,1,0,0.0,1,0.2,0.0,1.0
Eman Asim,Sweden,4,17,4.25,47.22,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,4.25,0.0
RG Somashekhar,Sweden,4,11,2.75,45.83,1,22.0,4.26,0,12,0,1,0,0,0.0,1,0.25,2.75,0.25
SK Ravuri,Sweden,6,3,0.5,37.5,9,11.33,4.6,0,67,5,0,4,2,0.33,3,0.5,0.6,1.8
S Elmsjoo,Sweden,4,3,0.75,25.0,6,10.5,4.97,0,30,0,0,1,0,0.0,1,0.25,0.75,1.5
H Chamto,Sweden,6,5,0.83,31.25,6,12.0,4.5,0,46,3,0,2,0,0.0,3,0.5,1.0,1.2
L Greig,Jersey,4,36,9.0,72.0,2,9.5,4.56,0,13,1,0,0,0,0.0,3,0.75,9.0,0.5
T Smith,Jersey,12,121,10.08,73.78,1,9.0,4.15,0,4,0,5,0,0,0.0,6,0.5,9.4,0.0
A Aikenhead,Jersey,11,108,9.82,72.48,0,0.0,0.0,0,0,0,0,0,0,0.0,5,0.45,14.2,0.0
M Maguire,Jersey,11,64,5.82,52.89,0,0.0,0.0,0,0,0,3,7,0,0.0,5,0.45,2.6,0.0
S Hanson,Jersey,4,7,1.75,100.0,5,11.2,4.1,0,44,3,1,1,0,0.0,2,0.5,1.75,1.25
M Alugunoolla,Sweden,3,15,5.0,31.25,0,0.0,0.0,0,0,0,1,2,0,0.0,1,0.33,5.0,0.0
S Bhanushali,Sweden,3,3,1.0,23.08,4,14.25,6.84,0,20,4,0,0,0,0.0,1,0.33,1.0,1.33
AK Maguire,Ireland,20,24,1.2,55.81,26,24.77,5.96,1,251,15,5,2,1,0.05,6,0.3,0.6,1.6
P Molkenboer,Netherlands,33,413,12.52,65.45,14,13.21,4.37,2,128,5,6,3,0,0.0,20,0.61,17.8,0.0
MM Dekeling,Netherlands,14,12,0.86,42.86,11,17.0,6.0,1,68,2,1,2,0,0.0,8,0.57,0.0,0.8
FA Sargent,Ireland,28,45,1.61,51.14,29,35.93,6.02,1,413,17,6,2,0,0.0,15,0.54,0.2,0.4
K Piet,Botswana,21,53,2.52,63.1,21,19.0,6.47,3,176,11,9,4,0,0.0,8,0.38,5.0,0.2
E Rukiriza,Rwanda,46,129,2.8,67.54,51,18.94,6.63,0,372,33,17,6,4,0.09,13,0.28,5.2,1.4
Vishil Patel,Kenya,9,6,0.67,26.09,12,17.17,6.94,0,74,6,2,0,0,0.0,4,0.44,0.0,0.8
Faisal Mehmood,Belgium,2,33,16.5,126.92,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,16.5,0.0
Omid Mailk Khel,Belgium,4,66,16.5,100.0,0,11.0,5.5,0,6,0,0,0,0,0.0,2,0.5,16.5,0.0
Shagharai Sefat,Belgium,4,4,1.0,36.36,9,12.78,6.7,0,37,5,2,0,0,0.0,3,0.75,1.0,2.25
Murid Ekrami,Belgium,12,61,5.08,141.86,10,29.8,7.15,0,103,8,2,0,1,0.08,7,0.58,6.6,0.8
Adnan Razzaq,Belgium,5,6,1.2,300.0,5,22.2,7.48,0,30,4,2,0,0,0.0,3,0.6,1.2,1.0
Sachin Mandy,Germany,10,65,6.5,86.67,0,0.0,0.0,0,0,0,9,2,0,0.0,5,0.5,4.8,0.0
C Noel,Windward Islands,8,118,14.75,82.52,2,29.5,4.6,0,41,2,2,0,0,0.0,2,0.25,8.4,0.2
Nauman Anwar,Karachi Kings,15,262,17.47,113.91,0,0.0,0.0,0,0,0,3,0,0,0.0,9,0.6,8.8,0.0
Harmeet Singh,Punjab,98,603,6.15,117.09,106,23.99,6.2,12,1064,56,18,10,4,0.04,52,0.53,0.6,1.2
J van Heerden,Germany,9,271,30.11,117.83,4,14.5,7.57,0,15,2,5,0,3,0.33,6,0.67,32.0,0.4
Abdul Bashir,Germany,1,0,0.0,0.0,1,27.0,6.75,0,9,1,0,0,0,0.0,1,1.0,0.0,1.0
